LIGEN,VARIANT,FROM,TO,DISTANCE
046b,2,2476,1201,603.4522222093783
047b,1,2299,1967,616.9943824199567
047b,1,1967,2312,450.3688169133351
047b,1,2312,1987,500.0570402593619
047b,1,1987,2314,395.8963444516612
047b,1,2314,2315,544.3316880809175
047b,1,2315,2316,449.45262907052484
047b,1,2316,2317,381.1994486021713
047b,1,2317,3064,497.3641084295514
047b,1,3064,2330,398.34312861924127
047b,1,2330,2829B,351.5266970538887
047b,1,2829B,2478,386.36766156685553
047b,1,2478,9608,878.9933534611828
047b,1,9608,9607,525.6220450611809
047b,1,9607,9631,528.5314865796108
047b,1,9631,9626,201.20630183809317
047b,1,9626,9627,411.3281876471501
047b,1,9627,9783,821.5407327228413
047b,1,9783,1143,476.65189222962545
047b,1,1143,1121,425.98386537285296
047b,1,1121,9784B,406.9376633815773
047b,2,9784B,9786,494.8644895868934
047b,2,9786,9787,297.8716782035203
047b,2,9787,2841,788.0854014006716
047b,2,2841,9707,326.6953873242958
047b,2,9707,9605,323.1818161135716
047b,2,9605,9606,253.08536369990543
047b,2,9606,9632,556.6236823060731
047b,2,9632,9634,578.3049677041481
047b,2,9634,9635,860.1469920447803
047b,2,9635,2352,359.0130882996964
047b,2,2352,2329,427.23841362392704
047b,2,2329,3002,354.26667167358664
047b,2,3002,2358,505.99313467740103
047b,2,2358,2359,383.6146161278539
047b,2,2359,2360,446.76838947315446
047b,2,2360,2361,449.4754415137795
047b,2,2361,2362B,583.3821176445163
047b,2,2362B,2363,353.8020875944376
047b,2,2363,1974,516.9742891376827
047b,2,1974,2299,518.6570116004841
048b,1,2733,1063,452.98071341802336
048b,1,1063,1167,308.2107976181014
048b,1,1167,1168,466.58206812005994
048b,1,1168,1169,423.8530242668719
048b,1,1169,2780,400.64923143485976
048b,1,2780,2539,399.1880866475917
048b,1,2539,2777,398.1803004611861
048b,1,2777,2774,287.6739719037696
048b,1,2774,2772,457.5124586326083
048b,1,2772,2407,383.47086871956526
048b,1,2407,2408,425.78608251291826
048b,1,2408,2957,303.6529365012648
048b,1,2957,5810,339.80865468241336
048b,1,5810,5811,266.1046362441166
048b,1,5811,2410,512.3618110107418
048b,1,2410,2411B,304.6194550017444
048b,1,2411B,2937B,182.84745354945244
048b,1,2937B,2412,384.2270885620492
048b,1,2412,2633,408.21229018493614
048b,1,2633,2414,304.8449979973193
048b,1,2414,2415,315.17667541927676
048b,1,2415,2452,526.872377823247
048b,1,2452,2306,554.2538599533182
048b,2,2306,2634,338.0228333831882
048b,2,2634,2455,372.84566866260036
048b,2,2455,2954B,357.47965480121456
048b,2,2954B,2456,182.64212594859805
048b,2,2456,2457,287.75670738306735
048b,2,2457,5858,407.8181153229343
048b,2,5858,5859,295.284535115778
048b,2,5859,2934,339.44190365058466
048b,2,2934,2459,302.1231915572489
048b,2,2459,2460,297.7381718879674
048b,2,2460,2767,454.77236495296756
048b,2,2767,2773,413.19108369273
048b,2,2773,2775,376.40707836697993
048b,2,2775,2671,360.7049468114137
048b,2,2671,2778,603.3084082031119
048b,2,2778,2467,630.5611962835983
048b,2,2467,1125,385.1437182084319
048b,2,1125,1126,365.3691521959836
048b,2,1126,1127,470.804407110204
048b,2,1127,3630,259.8625140005479
048b,2,3630,1781,428.10335623273477
048b,2,1781,2744,231.43513643284587
048b,2,2744,2737,464.84079785230915
048b,2,2737,2733,211.86434063605157
049b,1,2531,2539,322.4579882540784
049b,1,2539,2544,393.3447661315612
049b,1,2544,2548,345.9583824047378
049b,1,2548,2553,247.74547679855823
049b,1,2553,2546,384.9407796834216
049b,1,2546,2551,395.96955272258356
049b,1,2551,2556,422.8808787703683
049b,1,2556,3681,382.2378067434711
049b,1,3681,2550,588.889404114238
049b,1,2550,2252,373.53845378017604
049b,1,2252,6483B,342.68600509333555
049b,1,6483B,2254,214.6684245844417
049b,1,2254,2256B,476.5197171729087
049b,1,2256B,2562B,328.1818310705985
049b,1,2562B,2560,223.89233668852194
049b,1,2560,2561,447.45510800060765
049b,1,2561,1257,334.9783140781028
049b,1,1257,2579,267.27294008174795
049b,1,2579,2564,470.7607466648342
049b,1,2564,2565,497.1801757839394
049b,1,2565,2566B,658.7671140752691
049b,1,2566B,2567,207.57934603248668
049b,1,2567,2568,259.642384889612
049b,1,2568,1097,453.9182886998169
049b,1,1097,1098,484.64924632736984
049b,1,1098,1172,301.1380876458352
049b,1,1172,1286,342.02684972724455
049b,1,1286,1288,120.50371663448641
049b,2,1288,1184,376.86748210395956
049b,2,1184,1182,279.25501939356263
049b,2,1182,1197,442.45941174074653
049b,2,1197,2511,537.0842487631385
049b,2,2511,2512,248.3223428761885
049b,2,2512,2513,296.60485334088503
049b,2,2513,2514,560.2006610704993
049b,2,2514,2522,638.7312291467615
049b,2,2522,2536,389.5455004821638
049b,2,2536,1207,402.4878307997765
049b,2,1207,2532,321.9307554953293
049b,2,2532,2533,283.3463725869915
049b,2,2533,2534,283.34110790151044
049b,2,2534,3709,587.9851202301716
049b,2,3709,2535B,490.9460567619544
049b,2,2535B,2323,250.41104920303587
049b,2,2323,6484B,459.190816549416
049b,2,6484B,2225,436.6637944244685
049b,2,2225,2226,328.074683721411
049b,2,2226,3682,543.2261170442825
049b,2,3682,2523,435.8290596323768
049b,2,2523,2524,474.39016739337785
049b,2,2524,5159,448.39999196382814
049b,2,5159,5757,280.63246738698217
049b,2,5757,2672,380.86401226374255
049b,2,2672,2670,239.7415906641054
049b,2,2670,2671,362.4868266323083
049b,2,2671,2500,387.4092505922763
050b,1,2531,2539,322.4579882540784
050b,1,2539,2544,393.3447661315612
050b,1,2544,2548,345.9583824047378
050b,1,2548,2553,247.74547679855823
050b,1,2553,2546,384.9407796834216
050b,1,2546,2555,400.3479222189603
050b,1,2555,1015,589.9028465410051
050b,1,1015,5915,534.4413466521651
050b,1,5915,5719,266.14098312107217
050b,1,5719,5720,470.2315248789673
050b,1,5720,2608,555.6763599796395
050b,1,2608,5721,175.90729757596455
050b,1,5721,2664,481.0458866978979
050b,1,2664,2609,305.89219150410645
050b,1,2609,2611,281.4240041914454
050b,1,2611,9651,1175.746924749189
050b,1,9651,9652,363.89080819167793
050b,1,9652,9660,443.49505834269894
050b,1,9660,9654,362.2431177067565
050b,1,9654,9655,315.3413440981485
050b,1,9655,9656,679.1146572457765
050b,1,9656,9657,433.979281228756
050b,1,9657,9658,637.1177821020137
050b,2,9658,9659,637.6742924254154
050b,2,9659,9677,587.1674405295237
050b,2,9677,9678,338.6911455912557
050b,2,9678,9679,716.327780054196
050b,2,9679,9680,277.71098606516125
050b,2,9680,9685,429.5926209920144
050b,2,9685,9682,326.27872231070523
050b,2,9682,9683,528.519204242848
050b,2,9683,2659,1062.3164306215044
050b,2,2659,2661,326.68519238414046
050b,2,2661,2662B,296.23583303164287
050b,2,2662B,2663,506.8744515980152
050b,2,2663,2669,187.20120712597873
050b,2,2669,2665,521.2549420533014
050b,2,2665,5152,514.382270828858
050b,2,5152,5161,124.27007774220692
050b,2,5161,1085,686.3750084565008
050b,2,1085,2524,607.861454519677
050b,2,2524,5159,448.39999196382814
050b,2,5159,5757,280.63246738698217
050b,2,5757,2672,380.86401226374255
050b,2,2672,2670,239.7415906641054
050b,2,2670,2671,362.4868266323083
050b,2,2671,2500,387.4092505922763
051t,1,1290,5402,452.59766423606663
051t,1,5402,5399F,421.06352873332685
051t,1,5399F,5403,408.9913222984263
051t,1,5403,5010,515.4236535179766
051t,1,5010,2869,303.86969579298625
051t,1,2869,5006,267.84837106852956
051t,1,5006,5007F,391.94239332576126
051t,1,5007F,5008F,421.30128890471406
051t,1,5008F,5009F,355.49560762456804
051t,1,5009F,5011F,256.55012015560806
051t,1,5011F,5015,553.1666353074897
051t,1,5015,5013F,225.22614061104468
051t,1,5013F,5014,315.5482037242664
051t,1,5014,6651,331.8876049810342
051t,1,6651,2851F,315.2946245580906
051t,1,2851F,6654F,477.2971179934366
051t,1,6654F,6653F,437.2590693137654
051t,1,6653F,6650G,326.7140556156792
051t,1,6650G,6659F,380.9443249549522
051t,1,6659F,6657,482.28537955300453
051t,1,6657,0702,663.0646357279502
051t,1,0702,0703,556.2347410458042
051t,1,0703,0704,420.6226138739421
051t,1,0704,0705,558.5595084968063
051t,1,0705,0706,607.0753659754209
051t,1,0706,6253,427.77435158181834
051t,1,6253,6423F,544.659068676392
051t,1,6423F,5024,372.87857648866884
051t,1,5024,5025,379.0024016008756
051t,1,5025,5026,399.6175456285382
051t,1,5026,1984G,447.30794567978046
051t,1,1984G,1926G,284.95488255466444
051t,1,1926G,2165F,450.7939403172586
051t,1,2165F,5817F,302.84243919559776
051t,1,5817F,5825,368.76200593544854
051t,1,5825,5826,370.2543988174566
051t,1,5826,5823,317.72478206022606
051t,1,5823,1110,477.2428941217113
051t,2,5822F,5824,434.36640701650606
051t,2,5824,5860,282.2570267883325
051t,2,5860,1961G,374.6842892253816
051t,2,1961G,1962F,270.25873805008837
051t,2,1962F,2166F,341.9544618663176
051t,2,2166F,1964F,420.40607592296374
051t,2,1964F,5853G,210.85331711990966
051t,2,5853G,1985G,167.99929487076224
051t,2,1985G,5058F,456.3261459036453
051t,2,5058F,5059,469.7314048319695
051t,2,5059,5060,391.7278695761597
051t,2,5060,6424F,412.7527180313946
051t,2,6424F,6209,427.5798346821002
051t,2,6209,0722,576.2284176603043
051t,2,0722,0723,451.92856045784447
051t,2,0723,0724,560.8221796102844
051t,2,0724,0725,404.52345770048305
051t,2,0725,0726,584.6799270937609
051t,2,0726,6601,654.826426261131
051t,2,6601,2401F,567.8949363881784
051t,2,2401F,6608G,302.8425151945521
051t,2,6608G,6649F,331.2102026254652
051t,2,6649F,6604F,433.45703460221193
051t,2,6604F,2848F,467.2508336996798
051t,2,2848F,6607,321.97316631264766
051t,2,6607,5071,371.1426153262728
051t,2,5071,5072,309.94819575192014
051t,2,5072,5089,229.18205590536672
051t,2,5089,5074F,549.1113280738537
051t,2,5074F,5076F,260.86305434736823
051t,2,5076F,5077,360.32272306006234
051t,2,5077,5078F,486.5057118624518
051t,2,5078F,5079,312.8895599117732
051t,2,5079,5080,161.21530215170787
051t,2,5080,5081F,420.01505924840785
051t,2,5081F,5471,460.5666050021664
051t,2,5471,5398F,425.30096224683075
051t,2,5398F,5472,401.69412201612977
051t,2,5472,1289,467.1249408461754
052b,1,2788,2739,240.00719288084224
052b,1,2739,1167,539.1958832868119
052b,1,1167,1168,466.58206812005983
052b,1,1168,1169,423.8530242668719
052b,1,1169,1801,199.58622217652555
052b,1,1801,2402,300.969875345264
052b,1,2402,2334B,482.7443609976035
052b,1,2334B,2404,381.49634402679385
052b,1,2404,5115,245.58958752182843
052b,1,5115,2738,496.4103689719509
052b,1,2738,2734,422.5587327589924
052b,1,2734,1015,539.6719578207149
052b,1,1015,5915,534.3769952618313
052b,1,5915,5719,266.140983121074
052b,1,5719,2952B,255.03104398262622
052b,1,2952B,2732,281.37174711178886
052b,2,2732,2616B,156.49018699711388
052b,2,2616B,2939B,251.2558795096004
052b,2,2939B,5152,289.832657459359
052b,2,5152,5161,124.2700777422059
052b,2,5161,1085,686.3750084565027
052b,2,1085,2735,537.3768512994486
052b,2,2735,2736,297.9068454146461
052b,2,2736,2462,524.8041547233966
052b,2,2462,2463,238.92658176200348
052b,2,2463,2333,386.09929380595577
052b,2,2333,2465,458.0277475957869
052b,2,2465,2467,434.45049773125857
052b,2,2467,1125,385.1437182084319
052b,2,1125,1126,365.3691521959836
052b,2,1126,1127,470.8017553060299
052b,2,1127,2840,327.14206336437474
052b,2,2840,2787,371.17690983323246
053b,1,2647,2648,173.26350060410277
053b,1,2648,1204,177.55084319851653
053b,1,1204,1205,619.7028799895784
053b,1,1205,1206,356.207401502063
053b,1,1206,2564,660.8449905903458
053b,1,2564,2565,497.18017578394097
053b,1,2565,2566B,658.7671140752691
053b,1,2566B,2567,207.57934603248668
053b,1,2567,2568,259.6423848896138
053b,1,2568,2569,532.9575555105798
053b,1,2569,2570,318.6984056213023
053b,1,2570,2571,406.4735469521693
053b,1,2571,2572,234.98760000967377
053b,1,2572,2573B,153.52797006891797
053b,1,2573B,1767,410.4889400318161
053b,1,1767,2575,412.4748698554504
053b,1,2575,2576,390.07082404628545
053b,1,2576,2171,290.5872044952539
053b,1,2171,2547,404.43775098683454
053b,1,2547,4132B,257.374344387561
053b,1,4132B,2809,218.4258529458939
053b,1,2809,2810,558.8397221041196
053b,1,2810,2811,419.92576660589657
053b,1,2811,2824,608.3161466564598
053b,1,2824,2813,867.6899598285745
053b,1,2813,2814,405.3160049799044
053b,1,2814,2815B,205.46900283799732
053b,1,2815B,2816,472.47258431692353
053b,1,2816,2817,338.8526502409313
053b,1,2817,2819,388.40030352686335
053b,1,2819,2312,267.60696792700946
053b,1,2312,1989,503.006232921618
053b,1,1989,2365,571.7139471665105
053b,1,2365,2827,369.987272632201
053b,1,2827,3001B,624.35052975287
053b,2,3001B,2352,232.10834151151082
053b,2,2352,2823B,436.72941283310684
053b,2,2823B,2766,452.1274401949588
053b,2,2766,2362B,632.5545088035174
053b,2,2362B,2363,353.8020875944346
053b,2,2363,2852,164.80717883399575
053b,2,2852,2853,412.07123246559513
053b,2,2853,2854,326.327700016815
053b,2,2854,2855,570.1515051219003
053b,2,2855,2856B,443.9352904466209
053b,2,2856B,2857B,283.76566055192916
053b,2,2857B,2875,1115.0811900603348
053b,2,2875,2861,501.98649405966626
053b,2,2861,2860,427.0130745801407
053b,2,2860,2545,518.825267228227
053b,2,2545,4131B,257.68733224988136
053b,2,4131B,2554,305.77064295207947
053b,2,2554,2170,359.3115831931891
053b,2,2170,2503,262.08688209210413
053b,2,2503,2504,489.772160853855
053b,2,2504,1775,318.0275001003356
053b,2,1775,2506B,427.80149076524503
053b,2,2506B,2507,250.45600239824853
053b,2,2507,2508,307.1753041859429
053b,2,2508,2509,269.79944241035264
053b,2,2509,2510,338.93954476469844
053b,2,2510,2511,519.1692481849295
053b,2,2511,2512,248.32234287618667
053b,2,2512,2513,296.604853340883
053b,2,2513,2514,560.2006610705012
053b,2,2514,2522,638.7312291467606
053b,2,2522,2536,389.54550048216515
053b,2,2536,1259,609.2822025254354
053b,2,1259,1260,476.9417530225601
053b,2,1260,1483,439.27944605183256
054b,1,1780,1734,263.79806521403816
054b,1,1734,3518B,447.57470142865793
054b,1,3518B,3506,306.950309708698
054b,1,3506,2928,290.1700118033202
054b,1,2928,2929,437.91546920937367
054b,1,2929,2972,451.7742073201746
054b,1,2972,2931,417.23854199770676
054b,1,2931,2932,497.4342959105152
054b,1,2932,2950,594.8945956834696
054b,1,2950,2934,378.7149969789716
054b,1,2934,2935,453.6702688384903
054b,1,2935,2936,448.17919256138885
054b,1,2936,2411B,199.37742406325287
054b,1,2411B,2937B,182.84745354945244
054b,1,2937B,2616B,695.2671766157155
054b,1,2616B,2939B,251.25587950960016
054b,1,2939B,5152,289.8326574593584
054b,1,5152,5161,124.27007774220692
054b,1,5161,1085,686.3750084565008
054b,1,1085,1072,193.90986249220987
054b,2,1072,1015,66.51232890565282
054b,2,1015,5915,534.4413466521652
054b,2,5915,5719,266.1409831210717
054b,2,5719,2952B,255.03104398262553
054b,2,2952B,2953B,362.6512133484182
054b,2,2953B,2954B,581.7658237124253
054b,2,2954B,2456,182.64212594859737
054b,2,2456,2955,213.9832119159487
054b,2,2955,2951,448.48716813312876
054b,2,2951,2957,417.86102105907594
054b,2,2957,2965,568.9852631749154
054b,2,2965,2959,402.5731690352427
054b,2,2959,2960,585.5566337706587
054b,2,2960,2971,426.7837041218554
054b,2,2971,2962,379.63649191328295
054b,2,2962,2963,476.82600479854955
054b,2,2963,2964B,313.7497120684011
054b,2,2964B,2967B,334.75541927726135
054b,2,2967B,2948,382.4295576101822
054b,2,2948,1780,130.94377655120115
055t,1,5041F,5361F,252.97264034434374
055t,1,5361F,2902,364.18469751000066
055t,1,2902,2903F,305.7463962834089
055t,1,2903F,5872,315.5424372028692
055t,1,5872,5802,578.3401037747701
055t,1,5802,5803G,520.3100141214018
055t,1,5803G,5804G,268.9437029566084
055t,1,5804G,5805,235.81267793808502
055t,1,5805,5710F,542.2773804675599
055t,1,5710F,5711F,402.17451637501335
055t,1,5711F,2876F,332.4837197311972
055t,1,2876F,2726F,442.19810128125573
055t,1,2726F,5714,282.2513060879701
055t,1,5714,0521,620.5164503582691
055t,1,0521,0529,445.3835981815355
055t,2,0529,0536,519.3563729587445
055t,2,0536,5762,701.4644582476119
055t,2,5762,2720F,182.45122265335226
055t,2,2720F,2786F,230.23032283374505
055t,2,2786F,5765F,528.0429126168301
055t,2,5765F,5766,403.04928099676135
055t,2,5766,5865,402.34275360022775
055t,2,5865,5866,337.2760650151249
055t,2,5866,5867F,314.26728925771795
055t,2,5867F,5868,384.88169250449846
055t,2,5868,5801,626.0597206115822
055t,2,5801,2900F,346.69359011112283
055t,2,2900F,2901,300.9684828260597
055t,2,2901,5362F,362.5530180873666
055t,2,5362F,5039,290.95075162434114
056b,1,1474B,2083,422.7852365627088
056b,1,2083,2068,270.7407801876876
056b,1,2068,6082,433.76627883031847
056b,1,6082,6190,346.0011818831815
056b,1,6190,9296,134.25149395038125
056b,1,9296,2106,337.0234517098893
056b,1,2106,2051,597.1581636999006
056b,1,2051,3451,376.5190249449497
056b,1,3451,3412,220.5116759097009
056b,1,3412,2101,313.0976705647204
056b,1,2101,6303B,442.9323789097357
056b,1,6303B,2098,254.4979214834575
056b,1,2098,2898,597.0819287022268
056b,1,2898,6459,248.78105821722056
056b,1,6459,2367,852.7642414810962
056b,1,2367,6370,232.38711265092297
056b,1,6370,2299,1008.9890788660177
056b,1,2299,1967,617.022982684498
056b,1,1967,2095,456.8066025093249
056b,1,2095,2093,617.3887394418043
056b,1,2093,1989,565.6973669197232
056b,1,1989,2365,571.7139471665123
056b,1,2365,2827,369.987272632201
056b,1,2827,2829B,537.3130035844006
056b,1,2829B,1827,649.5745821070832
056b,1,1827,1837,355.66245465362226
056b,1,1837,1992,345.5359610336218
056b,1,1992,2378,467.6465957725304
056b,2,2379,1991,484.41557536440865
056b,2,1991,1838,304.119454829698
056b,2,1838,1839,371.5686769135111
056b,2,1839,2352,681.9896482964496
056b,2,2352,2823B,436.73027258757133
056b,2,2823B,2766,452.1274401949581
056b,2,2766,1987,670.633897226277
056b,2,1987,2092,474.31188411280027
056b,2,2092,2094,634.7759434260201
056b,2,2094,1974,410.26699230738814
056b,2,1974,2377,471.78498343629144
056b,2,2377,6368C,1194.5798454366668
056b,2,6368C,2096,239.99635356013187
056b,2,2096,6461,831.4960190155616
056b,2,6461,5740,218.79077331003646
056b,2,5740,2097,529.4224887789724
056b,2,2097,6364B,373.22904736331657
056b,2,6364B,2100,390.5949676813743
056b,2,2100,2102,246.88696870291096
056b,2,2102,3414,277.06420401249125
056b,2,3414,2067,328.89744024735774
056b,2,2067,2105,589.9070517987439
056b,2,2105,9291,443.05597468729866
056b,2,9291,6191,139.50360519297465
056b,2,6191,2920,540.1999119631855
056b,2,2920,1273,339.8298802589452
056b,2,1273,1474B,323.0967866385472
057b,1,1082,1052,208.35642400019682
057b,1,1052,1051,332.7176278364424
057b,1,1051,1356,421.75715564596135
057b,1,1356,2305,340.4727236618037
057b,1,2305,2326,633.6393870595759
057b,1,2326,2868,164.86130824385964
057b,1,2868,2308,1264.0076576249303
057b,1,2308,3058,705.7487012707747
057b,1,3058,3059,412.4568589827745
057b,1,3059,2327,573.3207127205351
057b,1,2327,3061,385.1978693347846
057b,1,3061,1090,254.12237620872384
057b,1,1090,3063,626.7883766653213
057b,1,3063,2315,227.18331212517023
057b,1,2315,2316,449.4526290705253
057b,1,2316,2317,381.19944860216947
057b,1,2317,1838,362.820068166724
057b,1,1838,1839,371.56867691351
057b,1,1839,2352,681.9896482964514
057b,1,2352,3001B,408.14747222015103
057b,2,3001B,1827,562.0841578732227
057b,2,1827,1837,355.66245465362397
057b,2,1837,2358,332.6646485709608
057b,2,2358,2359,383.61461612785683
057b,2,2359,2360,446.76838947315355
057b,2,2360,3003,228.2062341317801
057b,2,3003,1089,597.577491069676
057b,2,1089,3005,243.4368443546755
057b,2,3005,3014,451.43613970611796
057b,2,3014,3007,534.7251986687152
057b,2,3007,3008,448.2765187285722
057b,2,3008,2376,622.1317697341756
057b,2,2376,2870,1198.4157811349396
057b,2,2870,2325,242.8611061247202
057b,2,2325,2370,628.4338504942589
057b,2,2370,1349,446.94581290914084
057b,2,1349,1016,356.1792672459778
057b,2,1016,1024,350.04283801247584
057b,2,1024,1083,265.73342233562107
058b,1,9751,9753,254.2199153005549
058b,1,9753,9754B,821.3342899291827
058b,1,9754B,9755,509.6873038901563
058b,1,9755,9756,570.9142668860038
058b,1,9756,5905,442.89630825374843
058b,1,5905,5906,355.0987713226532
058b,1,5906,5908,823.2516061349015
058b,1,5908,5910,802.3324146222803
058b,1,5910,5913,661.3296127550511
058b,1,5913,5911B,694.0487097964369
058b,1,5911B,5761,503.1516941050886
058b,1,5761,6461,934.6387518278834
058b,1,6461,5740,218.79077331003646
058b,1,5740,5741,318.1070341961331
058b,1,5741,5742B,319.3595984565354
058b,1,5742B,6123,463.388131515454
058b,1,6123,2089,405.5490489924614
058b,1,2089,2207,231.01370760894497
058b,1,2207,9025,291.4132778257954
058b,1,9025,1083,304.70316080596785
058b,1,1083,1904,625.4589752412703
058b,1,1904,2831,370.0125107868971
058b,2,2831,2269,320.89650963339636
058b,2,2269,2587,190.6155903502409
058b,2,2587,1030,424.22546771221465
058b,2,1030,2271,522.815376681696
058b,2,2271,2088,263.1380077682634
058b,2,2088,2237,478.1786745889674
058b,2,2237,2238,371.286109868483
058b,2,2238,2239,282.9181707322032
058b,2,2239,2898,414.6902977005643
058b,2,2898,6459,248.78240402209303
058b,2,6459,5760,804.6814476663667
058b,2,5760,5958C,653.559154341322
058b,2,5958C,5965,548.969075906055
058b,2,5965,5959,561.4084892868359
058b,2,5959,5961,897.323999550289
058b,2,5961,5967,807.0635466498134
058b,2,5967,5968,328.64517908666676
058b,2,5968,9776,419.4540040590682
058b,2,9776,9777,644.8825485005691
058b,2,9777,9778,457.0813027768145
058b,2,9778,9779,614.1718831760008
058b,2,9779,9780,758.2392998814012
058b,2,9780,9751,531.2607341419243
059b,1,3125,6158,534.1290724425319
059b,1,6158,1280B,259.80684956032815
059b,1,1280B,3155,249.1153244974812
059b,1,3155,3156,446.54054759448036
059b,1,3156,3160,382.1782046049359
059b,1,3160,3158B,232.5090455184279
059b,1,3158B,1476,340.9925647596583
059b,1,1476,6464,509.06460775966434
059b,1,6464,2970B,229.45360926552303
059b,1,2970B,1569B,409.8179484480511
059b,1,1569B,1582,224.6392549673892
059b,1,1582,3162,386.8663865057979
059b,1,3162,3163,447.341036874167
059b,1,3163,3164,359.19565534857975
059b,1,3164,3165,413.2230088214428
059b,1,3165,3166,231.6813887565113
059b,1,3166,3167,328.01775024848575
059b,1,3167,3168,304.1123286578204
059b,1,3168,6459,286.4255954760156
059b,1,6459,3177,541.1388825140484
059b,1,3177,3180,297.841954566783
059b,1,3180,3181,284.83724979204544
059b,1,3181,3172,365.23003974027506
059b,1,3172,3173,305.02123007693353
059b,1,3173,3174,241.16582384963294
059b,1,3174,3175B,398.2515892937299
059b,1,3175B,3176,493.0745793230599
059b,1,3176,5299,459.2652732540264
059b,2,5298,3126,475.7996128826244
059b,2,3126,3101,482.4355084776409
059b,2,3101,3102,442.1057434521256
059b,2,3102,3103,188.37564679439197
059b,2,3103,3104,256.8819791381511
059b,2,3104,3098,357.5755822246151
059b,2,3098,3099,217.86460105620654
059b,2,3099,3106,522.157551941661
059b,2,3106,6461,522.7949794970655
059b,2,6461,5740,218.79077331003464
059b,2,5740,3109,433.6445698589109
059b,2,3109,3110,301.70323715802624
059b,2,3110,3111,248.56628239245947
059b,2,3111,3112,465.9288983101869
059b,2,3112,3113,243.3304593722096
059b,2,3113,3114,405.67890953105234
059b,2,3114,6017,97.62387153915734
059b,2,6017,3118,316.95025956355676
059b,2,3118,3100,272.0905684666868
059b,2,3100,2922B,450.142673547316
059b,2,2922B,6465,169.641606060688
059b,2,6465,3117,527.1657274953495
059b,2,3117,3921,240.95286008628045
059b,2,3921,3120,517.5090934774053
059b,2,3120,3121,456.196489240705
059b,2,3121,3508,592.1029119152754
059b,2,3508,3131,393.3733324578243
059b,2,3131,3125,439.51511633288646
060b,1,1425,2920,222.85365870607606
060b,1,2920,1273,339.8298802589471
060b,1,1273,1270B,354.68699429452965
060b,1,1270B,1271B,328.2856627503496
060b,1,1271B,3921,444.8816547370725
060b,1,3921,1880,417.56082158918844
060b,1,1880,1881,244.46297030471715
060b,1,1881,1910,283.327842815675
060b,1,1910,3122,338.8526131145195
060b,1,3122,1903,307.0439001921768
060b,1,1903,1912,268.3896946290188
060b,1,1912,4705,529.6835040266201
060b,1,4705,6408,490.05648346167663
060b,1,6408,2122,506.78113121964725
060b,1,2122,2846,376.43859578210504
060b,1,2846,2123,260.62961796953186
060b,1,2123,2124,425.4031040374066
060b,1,2124,2125,169.555685237533
060b,1,2125,1251,362.3477848923467
060b,1,1251,4856B,494.1124628180369
060b,1,4856B,4853,410.1928575725715
060b,1,4853,6931B,501.18678982368874
060b,1,6931B,1652,313.98376735201964
060b,1,1652,1736,384.66338102555346
060b,1,1736,1737,539.8977246309805
060b,1,1737,2769,321.8220923008812
060b,1,2769,2770,341.34453220801515
060b,1,2770,2771,351.42446641337483
060b,1,2771,1949,324.5146080592149
060b,1,1949,1962,285.95534154884444
060b,2,2701,1929,169.0531597561106
060b,2,1929,2702,505.27114055079005
060b,2,2702,2703,161.09493979300657
060b,2,2703,2704,318.92566102282706
060b,2,2704,2705,355.82889865717675
060b,2,2705,1738,206.0568034255882
060b,2,1738,1739,618.986526349621
060b,2,1739,1653,347.0489960945506
060b,2,1653,6956B,346.47793074027777
060b,2,6956B,4804B,490.56877964198975
060b,2,4804B,4857B,416.6623419215671
060b,2,4857B,1250,414.1702006165424
060b,2,1250,2131,404.46780498414773
060b,2,2131,2132,184.89856238428365
060b,2,2132,2133,370.91318743648753
060b,2,2133,2847,381.74418293501094
060b,2,2847,2134,274.4360393356392
060b,2,2134,6406,487.0732317339607
060b,2,6406,6453,326.4131723265118
060b,2,6453,1976,347.752699555218
060b,2,1976,1977,248.19570233303875
060b,2,1977,1986,295.3461927612261
060b,2,1986,6112,314.7730356586171
060b,2,6112,1980,274.92113617778614
060b,2,1980,1884,264.0579053276251
060b,2,1884,1883,260.13104178184767
060b,2,1883,3160,313.54775498417985
060b,2,3160,3158B,232.50904551842723
060b,2,3158B,1416,259.0652750562822
060b,2,1416,1418B,461.0790420547655
060b,2,1418B,2068,294.16217443935966
061b,1,1900,1904,528.0550372265188
061b,1,1904,1901,294.4654134885418
061b,1,1901,6435,383.08554890266123
061b,1,6435,9023B,332.2448845240915
061b,1,9023B,6017,335.68857458123694
061b,1,6017,6018,330.2141317877599
061b,1,6018,6019,276.0021789568168
061b,1,6019,6020,194.1301583247282
061b,1,6020,9291,324.61015380604886
061b,1,9291,6191,139.50360519297328
061b,1,6191,6021,369.15440228457555
061b,1,6021,6023,389.91994180722213
061b,1,6023,6022B,232.96925809441336
061b,1,6022B,6024,281.78071131398065
061b,1,6024,1136,481.5904529679201
061b,1,1136,2283,737.9078375682993
061b,1,2283,2289,177.67928467802722
061b,2,2289,2287,77.348032325364
061b,2,2287,1156,577.926618899677
061b,2,1156,6053,411.8487550207569
061b,2,6053,6054B,240.4025080598658
061b,2,6054B,6055,287.53791649697337
061b,2,6055,6056,331.857201206642
061b,2,6056,6190,449.09552139819766
061b,2,6190,9296,134.2461972973124
061b,2,9296,6058,233.8353111195338
061b,2,6058,6059,295.77414839024686
061b,2,6059,6060,249.75610878512362
